"facltNm","contentId","manageSttus","induty","lctCl","doNm","sigunguNm","operPdCl","sbrsCl","facltDivNm","siteBottomCl1","siteBottomCl2","siteBottomCl3","siteBottomCl4","siteBottomCl5","roomCount"
"피노키오관광농원 야영장","7355","운영","일반야영장","","강원도","원주시","","","","0","0","0","0","0","0"
"베이스캠프","7357","운영","카라반,글램핑","해변","강원도","강릉시","","","민간","0","0","0","0","0","30"
"속초 밤하늘글램핑","7358","운영","일반야영장","","강원도","속초시","","","","0","0","0","0","0","0"
"어울림글램핑","7359","운영","일반야영장,글램핑","숲","강원도","홍천군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장","민간","0","0","0","0","0","9"
"개똥이네캠핑장","7360","운영","일반야영장","","강원도","홍천군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"J캠핑장","7361","운영","일반야영장","","강원도","홍천군","","","","0","0","0","0","0","0"
"홍천 무네미 별마루 관광농원","7362","운영","일반야영장","","강원도","홍천군","","","","0","0","0","0","0","0"
"가람리조트","7363","운영","일반야영장","","강원도","홍천군","","","","0","0","0","0","0","0"
"검산별빛캠핑장","7364","운영","일반야영장","산,숲","강원도","홍천군","","","","0","0","0","0","0","0"
"용오름캠핑장","7365","운영","일반야영장","계곡","강원도","홍천군","봄,여름,가을","전기,무선인터넷,장작판매,놀이터,마트.편의점","","0","0","0","0","0","0"
"예담숲","7368","운영","일반야영장","","강원도","홍천군","","","","0","0","0","0","0","0"
"몬테리오","7369","운영","일반야영장","","강원도","홍천군","","","","0","0","0","0","0","0"
"횡성 노다지야영장 불타는 삼촌","7370","운영","일반야영장","","강원도","횡성군","","","민간","0","0","0","0","0","0"
"선바위자연캠핑장","7372","운영","일반야영장","계곡","강원도","횡성군","","","민간","0","0","0","0","0","45"
"나우캠핑장관광농원","7373","운영","일반야영장","","강원도","횡성군","","","","0","0","0","0","0","0"
"동당미펜션 야영장","7375","운영","일반야영장","","강원도","횡성군","","","","0","0","0","0","0","0"
"동빈네 캠핑장","7379","운영","일반야영장","","강원도","영월군","","","","0","0","0","0","0","0"
"백년펜션 야영장","7380","운영","일반야영장","","강원도","영월군","봄,여름,가을","","민간","0","0","0","0","0","0"
"스카이 펜션&캠핑장","7381","운영","일반야영장","","강원도","영월군","","","","0","0","0","0","0","0"
"다솜이 야영장","7382","운영","일반야영장","","강원도","영월군","","","","0","0","0","0","0","0"
"청풍명월","7383","운영","일반야영장","","강원도","영월군","","","","0","0","0","0","0","0"
"숲속의 작은집","7384","운영","일반야영장","","강원도","영월군","","","민간","0","0","0","0","0","0"
"내리계곡 솔밭캠핑장","7385","운영","일반야영장","계곡","강원도","영월군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점","","0","0","0","0","0","50"
"별이빛나는밤에 글램핑","7386","운영","일반야영장","","강원도","영월군","","","","0","0","0","0","0","0"
"평창 태기산 캠핑장 펜션","7387","운영","일반야영장","","강원도","평창군","","","","0","0","0","0","0","0"
"가리왕산 자건재","7389","운영","일반야영장","","강원도","정선군","","","","0","0","0","0","0","0"
"대둔산글램핑캠핑장","739","운영","일반야영장,글램핑","산,숲","전라북도","완주군","봄,여름,가을,겨울","전기,온수,트렘폴린,물놀이장,운동시설","민간","0","0","0","0","0","15"
"연포분교야영장","7390","운영","자동차야영장","강","강원도","정선군","봄,여름,가을","전기,장작판매","민간","0","0","16","0","0","16"
"밤개울캠핑장","7391","운영","일반야영장","","강원도","철원군","","","","0","0","0","0","0","0"
"폭포 캠핑 야영장","7394","운영","일반야영장","","강원도","인제군","","","","0","0","0","0","0","0"
"배론의아침","7401","운영","일반야영장","","충청북도","제천시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"깃대 캠핑장","7402","운영","일반야영장","산,강","충청북도","보은군","","전기,장작판매,온수,산책로","민간","0","10","0","0","0","10"
"나드리 캠핑장","7403","운영","일반야영장","","충청북도","옥천군","","","","0","0","0","0","0","0"
"솔베이캠핑장","7404","운영","일반야영장","숲","충청북도","괴산군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"개차반캠핑장","7405","운영","일반야영장","","충청북도","괴산군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"갈론계곡캠핑장","7406","운영","일반야영장","","충청북도","괴산군","","","","0","0","0","0","0","0"
"솔밭캠프","7407","운영","일반야영장","","충청북도","괴산군","","","","0","0","0","0","0","0"
"원남지야영장","7408","운영","일반야영장","","충청북도","음성군","","","민간","0","0","0","0","0","0"
"한스빌리지","7409","운영","일반야영장","","충청북도","단양군","","","","0","0","0","0","0","0"
"파인 카라반 캠핑장","7410","운영","일반야영장","","충청북도","단양군","","","민간","0","0","0","0","0","0"
"캠핑하우스","7411","운영","일반야영장","","충청남도","천안시","","","","0","0","0","0","0","0"
"정안 글램핑","7412","운영","일반야영장","","충청남도","공주시","","","","0","0","0","0","0","0"
"놀자캠핑","7414","휴장","일반야영장","","충청남도","공주시","","","민간","0","0","0","0","0","0"
"더반 힐 글램핑","7415","운영","일반야영장","","충청남도","보령시","","","","0","0","0","0","0","0"
"팔봉갯벌체험야영장","7416","운영","일반야영장","","충청남도","서산시","","","","0","0","0","0","0","0"
"바다물결캠핑장","7420","운영","일반야영장,카라반","해변","충청남도","태안군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","","0","0","0","0","0","7"
"관리도캠핑장","7424","운영","일반야영장","","전라북도","군산시","","","","0","0","0","0","0","0"
"수류산골야영장","7426","운영","일반야영장","산","전라북도","김제시","","","","0","0","0","0","0","0"
"비채야영장","7427","운영","일반야영장","","전라북도","완주군","","","","0","0","0","0","0","0"
"로뎀하우스","7428","운영","일반야영장","","전라북도","완주군","","","","0","0","0","0","0","0"
"무주 향로산 자연휴양림","7430","운영","일반야영장","산","전라북도","무주군","","","자연휴양림","0","0","21","0","0","21"
"옥수골계곡펜션야영장","7431","운영","일반야영장","","전라북도","무주군","봄,여름,가을","","민간","0","0","0","0","0","0"
"핫캠핑장","7435","운영","일반야영장","","전라남도","담양군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"라온야영장","7437","운영","일반야영장","","전라남도","담양군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"하늘나리 캠핑장","7438","운영","일반야영장","","전라남도","곡성군","","","","0","0","0","0","0","0"
"덕룡산캠핑장","7440","운영","일반야영장","","전라남도","강진군","","","민간","0","0","0","0","0","0"
"톱머리 글램핑장","7441","휴장","일반야영장","","전라남도","무안군","","","","0","0","0","0","0","0"
"회산백련지 오토캠핑장","7442","운영","일반야영장,카라반","호수","전라남도","무안군","봄,여름,가을,겨울","전기,장작판매,온수,산책로,운동장","지자체","13","0","10","0","0","43"
"캠핑아이","7443","운영","일반야영장","","전라남도","영광군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"솔내음 물댄동산 야영장","7444","운영","일반야영장","","전라남도","장성군","","","","0","0","0","0","0","0"
"불태산야영장","7446","운영","일반야영장","","전라남도","장성군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"유니의바다 카라반캠핑장","7457","운영","일반야영장","","경상북도","포항시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"숲속의드림캠프야영장","7458","운영","일반야영장","","경상북도","포항시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"토함산 락 글램핑","7460","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"사나래카라반캠핑","7461","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"용천수캠핑장","7464","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"스카이레저","7465","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"경주생태원캠핑장","7466","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","지자체","0","0","0","0","0","0"
"경주 더숲 관광농원","7467","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"두바퀴로 가는 자동차 관광농원","7468","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"송림오토캠핑장","7469","운영","일반야영장","","경상북도","경주시","여름","","지자체","0","0","0","0","0","0"
"소백산 꽃가람야영장","7470","운영","일반야영장","산,계곡","경상북도","영주시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"글램코티지","7471","휴장","일반야영장","","경상북도","영천시","봄,여름,가을","","민간","0","0","0","0","0","0"
"하비리조트","7474","운영","일반야영장","","경상북도","청도군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"신난다 글램핑","7475","운영","일반야영장","","경상북도","청도군","","","","0","0","0","0","0","0"
"삼계리주말농원캠핑장","7476","운영","일반야영장","","경상북도","청도군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"상비오토캠핑","7477","운영","일반야영장","","경상북도","고령군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"소망캠핑장","7478","운영","일반야영장","","경상북도","고령군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"가산수피아 캠핑장","7480","운영","일반야영장","","경상북도","칠곡군","","","","0","0","0","0","0","0"
"농업회사법인 오송 주식회사","7481","운영","일반야영장","","경상북도","칠곡군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"이지캠핑","7482","운영","일반야영장","","경상북도","예천군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"봉화별캠핑장","7483","운영","일반야영장","","경상북도","봉화군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"무학봉 야영장","7484","운영","일반야영장","","경상북도","봉화군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"불영계곡 캠핑장","7485","운영","일반야영장","","경상북도","울진군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"해간도캠핑장","7486","운영","일반야영장","해변,섬","경상남도","통영시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장","민간","0","11","2","0","0","14"
"캠프라임","7488","운영","일반야영장","","경상남도","양산시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"창녕별숲글램핑","7489","운영","일반야영장","","경상남도","창녕군","","","민간","0","0","0","0","0","0"
"버드하우스 캠핑장","7490","운영","일반야영장","","경상남도","남해군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"남해 더왕 글램핑장","7491","운영","일반야영장","","경상남도","남해군","","","","0","0","0","0","0","0"
"지리산 하루해 야영장","7492","운영","일반야영장","","경상남도","하동군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"경호강 카라반","7493","운영","일반야영장","","경상남도","산청군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
