"facltNm","contentId","manageSttus","induty","lctCl","doNm","sigunguNm","operPdCl","sbrsCl","facltDivNm","siteBottomCl1","siteBottomCl2","siteBottomCl3","siteBottomCl4","siteBottomCl5","roomCount"
"별애드림 캠핑장","101094","운영","카라반","숲","충청북도","영동군","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,산책로,운동장,마트.편의점","민간","0","0","0","0","0","0"
"오오유맨손캠핑","101095","운영","일반야영장","","경상남도","고성군","봄,여름,가을,겨울","전기,온수,트렘폴린,물놀이장,마트.편의점","민간","0","0","0","0","0","100"
"가평뷰캠핑장","101096","운영","일반야영장,자동차야영장","산,강","경기도","가평군","봄,여름,가을","전기,무선인터넷,장작판매,온수,마트.편의점","민간","0","0","0","0","0","18"
"홍천불멍멍글램핑캠핑장","101097","운영","일반야영장","","강원도","홍천군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"좋은하루캠핑장","101098","운영","일반야영장,자동차야영장","계곡","전라북도","완주군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","민간","0","16","0","5","0","21"
"아름드리 캠핑장","101099","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"마루펜션 캠핑장","1011","운영","자동차야영장","강","강원도","영월군","봄,여름,가을","전기,무선인터넷,장작판매,온수,운동시설","민간","0","20","0","0","0","20"
"힐링 글램핑","101100","운영","글램핑","해변","경상북도","칠곡군","봄,여름,가을,겨울","전기,무선인터넷,장작판매","민간","0","0","0","0","0","7"
"북한산 사기막야영장","101101","운영","일반야영장","산","경기도","고양시","봄,여름,가을,겨울","전기,무선인터넷,온수,산책로,마트.편의점","국립공원","0","0","3","0","24","27"
"글램핑 봄","101102","운영","글램핑","강","경기도","평택시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,운동장,마트.편의점","민간","0","0","0","0","0","12"
"벌곡 산속 캠핑장","101103","운영","일반야영장","산","충청남도","논산시","봄,여름,가을,겨울","전기,장작판매,온수","","0","0","0","0","0","28"
"워크안산 피크닉","101104","운영","일반야영장","","경기도","안산시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"옥화 포시즌캠핑장","101105","운영","일반야영장","","충청북도","청주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"임진강 캠핑장","101106","운영","일반야영장","","경기도","연천군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"원주 우리 캠핑장","101107","운영","일반야영장","","강원도","원주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"도담2캠핑장","101108","운영","일반야영장","","충청남도","태안군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"달산포진주캠핑장","101109","운영","일반야영장","","충청남도","태안군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"푸르른 캠핑장","101110","운영","일반야영장","","경기도","양평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"포천아르테미스 글램핑","101111","운영","일반야영장,글램핑","계곡,호수","경기도","포천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"굿모닝오소재글램핑","101112","운영","일반야영장,글램핑","","전라남도","해남군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"수룡캠핑장","101113","운영","일반야영장","","전라북도","완주군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"고기하이캠핑장","101114","운영","일반야영장","","경기도","이천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"자호천생태학교","101115","운영","일반야영장","","경상북도","영천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"팔현 캠핑1","101116","운영","일반야영장","","경기도","남양주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"양명힐링캠프","101117","운영","일반야영장","숲","경기도","양주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수","민간","0","0","0","0","0","13"
"라만차의 돈키호테 캠핑장","101118","운영","일반야영장","","강원도","정선군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"(주)산들링크","101119","운영","일반야영장","","강원도","영월군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"집 밖으로","101120","운영","일반야영장","","경기도","양평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"베르아델 승마클럽","101121","운영","일반야영장","","경기도","안산시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"캠핑클라쓰","101122","운영","자동차야영장","","충청북도","옥천군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"태안머드오토캠핑","101123","운영","일반야영장","","충청남도","태안군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"뚜띠아모 캠핑장","101124","운영","일반야영장","","전라남도","고흥군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"청풍레이크 카라반","101125","운영","카라반","","충청북도","제천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"만월글램핑","101126","운영","글램핑","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"진천명품휴미락캠핑장","101127","운영","자동차야영장","","충청북도","진천군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"이비가에프앤비야영장(A)","101128","운영","일반야영장","","충청남도","태안군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"덕두글램핑","101130","운영","글램핑","강","강원도","춘천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,마트.편의점","민간","0","0","0","0","0","9"
"또와또 오토캠핑장","101131","운영","일반야영장","","강원도","화천군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"무지개카라반","101132","운영","카라반","","경상남도","사천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"캠핑7604","101133","운영","자동차야영장","강","경기도","연천군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","민간","0","26","0","0","0","26"
"글래머스글램핑","101134","운영","글램핑","","경기도","포천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"두리랜드 공룡카라반파크","101135","운영","일반야영장","","경기도","양주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"동학사힐링캠핑장","101136","운영","일반야영장","","충청남도","공주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"갯골자연휴양림 야영장","101137","운영","일반야영장","","강원도","인제군","봄,여름,가을,겨울","","자연휴양림","0","0","0","0","0","0"
"태기산 야영장","101138","운영","일반야영장","","강원도","횡성군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"월강캠프","101139","운영","일반야영장","산","강원도","횡성군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로,운동장,마트.편의점","민간","0","0","0","0","0","24"
"별숲글램핑","101140","운영","글램핑","산","울산시","울주군","봄,여름,가을,겨울","전기,무선인터넷,온수,물놀이장,산책로","민간","0","0","0","0","0","23"
"구르미의 오션","101141","운영","카라반","산,강,도심","경기도","김포시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","민간","0","0","0","0","0","4"
"새울림오토캠핑장","101142","운영","자동차야영장","해변","경상남도","통영시","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,산책로,마트.편의점","민간","0","0","0","0","0","13"
"캠프어게인","101143","운영","일반야영장,자동차야영장","산","경상북도","경주시","봄,여름,가을","전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점","민간","0","0","0","0","0","48"
"캠프타임 캠핑장","101144","운영","자동차야영장","","충청남도","보령시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"스테이700","101145","운영","일반야영장","","대구시","군위군","봄,여름,가을,겨울","전기,장작판매,온수,산책로","민간","0","0","0","0","0","10"
"몽키캠핑장","101146","운영","자동차야영장,글램핑","","충청남도","천안시","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,산책로,마트.편의점","민간","0","0","0","0","0","0"
"포천예담가족캠핑장&글램핑","101147","운영","일반야영장","","경기도","포천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"옥수온천캠핑랜드","101148","운영","카라반","산","경상남도","고성군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","민간","0","0","0","0","0","26"
"소꿉놀이 글램핑&캠프닉","101149","운영","일반야영장","","경상북도","청도군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"THE 숨 FOREST","101150","운영","자동차야영장","","경상남도","창원시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"쉬어가조","101151","운영","일반야영장","숲","경상남도","거제시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로,운동장,마트.편의점","민간","0","0","0","0","0","20"
"럭셔리글램핑라피네","101152","운영","자동차야영장","","경상북도","안동시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"내장호야영장","101153","운영","자동차야영장","","전라북도","정읍시","봄,여름,가을","","민간","0","0","0","0","0","0"
"빈투어 주식회사","101154","운영","자동차야영장","","서울시","중구","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"이 밤","101155","운영","일반야영장","","경상북도","포항시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"파랑새 캠핑장","101156","운영","일반야영장","","전라남도","장성군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"산수향 야영장","101157","운영","일반야영장","","강원도","횡성군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"와우바베큐캠핑장","101158","운영","일반야영장","","충청남도","천안시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"소구니캠핑장","101159","운영","일반야영장","산,숲,계곡","강원도","홍천군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,산책로","민간","0","35","0","0","0","35"
"황매산 숲속야영장","101160","운영","자동차야영장","","경상남도","합천군","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"초이휴캠핑장","101161","운영","자동차야영장","","경기도","하남시","","","민간","0","0","0","0","0","0"
"탄금호 피크닉 공원","101162","운영","일반야영장","","충청북도","충주시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"화순정원글램핑관광농원","101163","운영","일반야영장","","전라남도","화순군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"바샘","101164","운영","일반야영장","","강원도","평창군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"해그림 캠핑장","101165","운영","일반야영장","","인천시","강화군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"공주교육가족체험장","101166","운영","자동차야영장","숲","충청남도","공주시","봄,여름,가을,겨울","전기,온수,산책로","지자체","0","12","0","0","0","12"
"앵봉산 가족캠핑장","101167","운영","일반야영장,글램핑","도심","서울시","은평구","봄,여름,가을,겨울","전기,온수,마트.편의점","지자체","0","0","0","0","0","28"
"초록여울 캠핑장","101168","운영","일반야영장,자동차야영장","숲","경상남도","창녕군","봄,여름,가을,겨울","전기,장작판매,온수,산책로,마트.편의점","민간","0","0","0","0","0","37"
"포천 몽롱한노을 카라반 캠핑장","101169","운영","일반야영장","","경기도","포천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"스테이 스톤","101170","운영","일반야영장","","경상북도","고령군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"㈜어메이징캠프","101171","운영","일반야영장","","강원도","영월군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"캠프 파지립","101172","운영","일반야영장,글램핑","도심","강원도","춘천시","봄,여름,가을,겨울","전기,장작판매,온수,산책로,마트.편의점","민간","0","0","0","0","0","12"
"2918캠핑스테이","101173","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"달문관광 농원","101174","운영","일반야영장","","경상북도","칠곡군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"팜 스프링캠프","101175","운영","일반야영장","","경상북도","김천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"생슐피스","101176","운영","일반야영장","","강원도","홍천군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"칠봉 송정 캠핑장","101177","운영","자동차야영장","산,계곡","강원도","원주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","민간","0","0","0","0","0","30"
"별숲캠핑장","101178","운영","일반야영장","산","경기도","가평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,마트.편의점","민간","0","11","0","0","0","11"
"오도산 관광농원","101179","운영","일반야영장","산","경상남도","합천군","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,산책로,마트.편의점","민간","0","0","0","0","0","33"
"고성라벤더 캠핑장","101222","운영","일반야영장,카라반","산","강원도","고성군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","민간","0","0","0","0","0","24"
"바다풍경관광농원","101223","운영","일반야영장","","충청남도","태안군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로","민간","0","0","0","0","0","27"
"도시별장","101224","운영","일반야영장,글램핑","도심","경상남도","김해시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","민간","0","0","0","0","0","1"
"하늘숲빌리지글램핑","101225","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"필(FEEL) 캠핑장","101226","운영","자동차야영장","산","경기도","화성시","봄,여름,가을,겨울","전기,장작판매,온수,산책로,운동장,마트.편의점","민간","0","0","0","0","0","40"
"스테이 그린","101227","운영","일반야영장","","충청남도","아산시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"북분솔밭캠핑장","101228","운영","일반야영장","","강원도","양양군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"더 봄날 캠핑장","101230","운영","일반야영장","","충청북도","음성군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"캠프(camp)301","101231","운영","일반야영장","","대구시","군위군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"탐선골캠핑장","101232","운영","일반야영장","","경기도","가평군","","","민간","0","0","0","0","0","0"
"육백캠핑장","101233","운영","일반야영장","","충청남도","금산군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"한코관광농원야영장","101234","운영","일반야영장","산","경기도","용인시","봄,여름,가을,겨울","전기,무선인터넷,놀이터,산책로,마트.편의점","민간","0","0","0","0","0","0"
"포레스트 도일","101236","운영","일반야영장","","경기도","평택시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"초록빛마을 관광농원 야영장","101237","운영","일반야영장","","강원도","화천군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"숲속다람쥐 캠프","101238","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"비토 노을숲 글램핑","101239","운영","자동차야영장,글램핑","해변,섬,산","경상남도","사천시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동시설,마트.편의점","민간","0","0","0","0","0","37"
"일칠일관광농원","101240","운영","일반야영장","강","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"산타 야영장","101241","운영","일반야영장","","경상북도","봉화군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"스마트24nFG","101242","운영","일반야영장","","전라북도","전주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"딩동댕캠핑장","101243","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"안석관광농원","101244","운영","자동차야영장,카라반,글램핑","","경기도","화성시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,마트.편의점","민간","0","0","0","0","0","19"
"캠핑포유야영장","101245","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","전기,무선인터넷","민간","0","0","0","0","0","0"
"DS Camp 캠핑장","101246","운영","일반야영장","","충청남도","금산군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터","민간","0","0","0","0","0","21"
"여수 작금캠핑장","101247","운영","일반야영장","해변","전라남도","여수시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","민간","0","0","0","0","0","9"
"배나무꽃 캠핑장","101248","운영","일반야영장","숲","경기도","파주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","민간","0","0","0","0","0","70"
"백허그 캠핑장","101249","운영","일반야영장,자동차야영장","산,계곡","경기도","가평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,마트.편의점","민간","0","4","11","0","0","15"
"펀펀오토캠핑장","101250","운영","일반야영장","","경상북도","상주시","봄,여름,가을,겨울","","","0","0","0","0","0","0"
"프로방스 캠핑장","101251","운영","일반야영장,자동차야영장","산","경기도","파주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로","민간","0","0","0","0","0","24"
"캠프빌리지","101252","운영","카라반,글램핑","해변","경상남도","거제시","봄,여름,가을","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","","1","1","8","0","0","10"
"감산","101253","운영","일반야영장","숲","경상북도","경주시","봄,여름,가을,겨울","전기,장작판매,온수,산책로","민간","0","0","0","0","0","13"
"글로리아 캠핑장","101254","운영","일반야영장,글램핑","해변","경상남도","창원시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","민간","0","0","0","0","0","18"
"그랜드 파파하우스야영장","101255","운영","일반야영장","산,숲,강,호수","경상남도","진주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점","민간","2","0","4","0","0","6"
"해양대국","101287","운영","일반야영장,자동차야영장","해변,섬,산","경상남도","통영시","봄,여름,가을","전기,무선인터넷,장작판매,온수","민간","0","14","14","0","0","14"
"삼태기캠핑장","101288","운영","일반야영장","산","충청북도","괴산군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,마트.편의점","민간","0","9","0","0","0","9"
"CAMP699","101289","운영","일반야영장","산,숲","강원도","인제군","봄,여름,가을,겨울","전기,장작판매,온수,마트.편의점","민간","21","0","0","0","0","21"
"은하수 리조트","101292","운영","일반야영장","","경상남도","밀양시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"지리산 콤마 612","101293","운영","자동차야영장","","경상남도","산청군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"힐링빌리지 캠핑장","101294","운영","일반야영장","","전라남도","고흥군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"테라피크닉","101295","운영","일반야영장","","경기도","파주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"주식회사 바비큐팩토리 가수원점","101296","운영","자동차야영장","","대전시","서구","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"바베큐존파크","101297","운영","일반야영장","","경기도","포천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"바글바글 관광농원","101298","운영","일반야영장","","충청남도","논산시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"글램탐다오","101299","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"마리원관광농원캠핑장","1013","운영","일반야영장","섬,숲,호수","인천시","강화군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점","민간","4","17","4","0","0","50"
"머물곶","101300","운영","일반야영장","","울산시","울주군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"간절곶캠프야영장","101301","운영","일반야영장","","울산시","울주군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"메종야영장","101302","운영","일반야영장","","울산시","울주군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"애플망고","101303","운영","일반야영장","","울산시","울주군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"지리산길섶 솔숲야영장","101304","운영","일반야영장","","전라북도","남원시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"창바우마을 해송피크닉장","101305","운영","자동차야영장","","경상북도","포항시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"오산야영장","101306","운영","일반야영장","","경상북도","울진군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"강별캠핑장","101307","운영","일반야영장","","강원도","영월군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"하월 오토캠핑장","101308","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"서정카라반펜션","101309","운영","자동차야영장","","강원도","강릉시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"대봉캠핑랜드","101310","운영","일반야영장","","경상남도","함양군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"SOL Camping","101311","운영","일반야영장","","충청북도","괴산군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"수타사 힐링 캠프","101312","운영","자동차야영장","숲","강원도","홍천군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","민간","0","0","0","0","0","12"
"별빛하늘캠핑장","101313","운영","일반야영장","해변","충청남도","서천군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","민간","0","14","24","0","0","36"
"일월관광농원 캠핑장","101314","운영","일반야영장","","충청남도","공주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"속리산 사내리 캠핑장","101315","운영","일반야영장","산","충청북도","보은군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,마트.편의점","민간","0","0","0","0","0","120"
"해해카라반","101316","운영","일반야영장,카라반","해변","울산시","울주군","봄,여름,가을,겨울","전기,무선인터넷,온수,산책로,마트.편의점","민간","0","0","0","0","0","4"
"트리풀(treefull)","101317","운영","일반야영장","","대구시","군위군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"남한산 숲속캠핑장","101318","운영","일반야영장","","경기도","광주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"숯숯","101319","운영","일반야영장","","충청남도","천안시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"계곡에풍덩펜션캠핑장","101320","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"별밤 차박 캠핑장","101321","운영","일반야영장","","충청북도","제천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"골드 오션 글램핑","101322","운영","일반야영장,글램핑","해변","경기도","안산시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점","민간","0","0","0","0","0","16"
"산청프리미엄캠핑장","101323","운영","일반야영장,글램핑","산","경상남도","산청군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점","민간","0","0","0","0","0","17"
"김원장캠핑","101324","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"가화 2372","101325","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"캠핑팜","101326","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"비치드웨일 카라반야영장","101327","운영","일반야영장","","경상북도","포항시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"달빛그릴캠핑","101328","운영","일반야영장","","경기도","동두천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"캠핑스테이 청포대","101329","운영","일반야영장","","충청남도","태안군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"비앙드팜","101330","운영","일반야영장","","경기도","양평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"선택적고립캠핑장","101331","운영","일반야영장","","경기도","가평군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"봉포레이크오토캠핑장","101332","운영","자동차야영장","","강원도","고성군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"활주로 야영장","101333","운영","일반야영장","","경상남도","밀양시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"린하우스","101334","운영","일반야영장","","경상북도","청도군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"별빛수동계곡 글램핑&카라반","101335","운영","일반야영장","","경기도","남양주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"별비담캠핑장","101336","운영","자동차야영장","계곡","강원도","동해시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,산책로,운동장,마트.편의점","민간","0","0","0","0","0","23"
"80포레스트카라반캠프","101337","운영","자동차야영장","산","대구시","군위군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"스테이635","101338","운영","일반야영장","","경기도","포천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"대암 팜트리","101339","운영","자동차야영장","산,숲","경상남도","진주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","민간","0","9","0","0","0","9"
"그린바움캠핑장","101340","운영","일반야영장","","경기도","여주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"천안 디디글램핑","101341","운영","일반야영장,글램핑","","충청남도","천안시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"메이트 캠핑","101342","운영","일반야영장","산","강원도","원주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","민간","0","0","0","0","0","25"
"유메모리 캠핑","101343","운영","일반야영장","숲","강원도","강릉시","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,산책로,마트.편의점","민간","0","17","0","0","0","17"
"별천지 캠핑장","101344","운영","자동차야영장","해변","경상남도","남해군","봄,여름,가을","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","지자체","0","0","0","0","0","30"
"희락농원","101345","운영","일반야영장","","경기도","포천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"밀양 도래재 자연휴양림 야영장","101346","운영","일반야영장","산","경상남도","밀양시","봄,여름,가을,겨울","","자연휴양림","0","0","0","0","0","0"
"블루밍 캠프","101347","운영","일반야영장","산,계곡","강원도","영월군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"햅어꿉데이","101348","운영","일반야영장","","경상북도","경주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"대이산 숲속 캠프","101349","운영","일반야영장","","경기도","안성시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"짐스토리","101350","운영","일반야영장","","경기도","안성시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"어메이징 캠프 거창","101351","운영","일반야영장","산,숲","경상남도","거창군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"경주 다다 글램핑","101352","운영","일반야영장,글램핑","산,숲","경상북도","경주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"연꽃빌리지 관광농원","101353","운영","일반야영장","도심","경기도","양주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"봄이오는 캠프","101354","운영","일반야영장","","경기도","양주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"재리캠핑","101355","운영","일반야영장","","충청남도","아산시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"바베큐팩토리캠핑장","101356","운영","일반야영장","도심","경기도","용인시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"에이치에스네이처","101357","운영","일반야영장","","강원도","춘천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"랜드캠핑장 글램핑","101358","운영","일반야영장","","전라북도","무주군","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"러블레싱","101359","운영","일반야영장","","전라남도","순천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"레이크힐 캠프","101360","운영","카라반","호수","충청북도","제천시","봄,여름,가을,겨울","","민간","0","0","0","0","0","10"
